Nombre,Partido,Designación,Congreso,Senado,Legislaturas
"Arnáiz de las Revillas García, Ana Isabel",PSOE,Sevilla,–,"2 (VI, VII)",2
"Arnaldos Carreño, Mario †",UCD,Murcia,1 (C),–,1
"Arnau i Figuerola, Josep",CC-UCD,Gerona,1 (I),–,1
"Arnau Navarro, Francisco",PSOE,Castellón,"5 (II, III, IV, V, VI)",1 (VII),6
"Aroca Sáez, Vicente",PP,Albacete,–,"3 (X, XI, XII)",3
"Arola Blanquet, Alfredo Francisco Javier",PSOE,Zaragoza,"3 (VII, VIII, IX)",–,3
"Aroz Ibáñez, Mercedes",PSC-PSOE[1]​,Barcelona,"4 (III, IV, V, VI)","2 (VII, VIII)",6
"Arqué i Ferrer, Maite",PSC-PSOE[1]​,Barcelona,–,1 (IX),1
"Arqueros Orozco, Manuel","CP, PP",Almería / Parlamento de Andalucía,"3 (IV, V, VI)","2 (III, VII)",5
"Arredonda Crecente, Miguel Ángel",PSA,Málaga,1 (I),–,1
"Arriba Sánchez, Bienvenido de",PP,Salamanca,1 (XII),"2 (XIII, XIV)",3
"Arribas Aragonés, Elías",PP,Soria,1 (VIII),"2 (VI, VII)",3
"Arribas Esteve, Helena",PSC-PSOE,Tarragona,–,1 (VI),1
"Arribas Maroto, Manuel",PSOE,Ávila,1 (XIV),–,1
"Arrieta Arrieta, José Ramón","Podemos, UP",Guipúzcoa,–,"2 (XI, XII)",2
"Arrimadas García, Inés",C's,Barcelona,"2 (XIII, XIV)",–,2
"Arrojo Agudo, Pedro","Podemos, UP",Zaragoza,"2 (XI, XII)",–,2
"Arroyo Hodgson, Alonso",CC (ATI-AIC),Tenerife (Santa Cruz de Tenerife),–,1 (VII),1
"Arroyo López, Emilio",PSOE,Jaén,–,1 (III),1
"Arrúe Bergareche, Marisa",PP,Vizcaya,"2 (VII, VIII)",–,2
"Arrufat Gascón, Antonio Ernesto",PSOE,Teruel,–,1 (X),1
"Arteaga Espinosa de los Monteros, María Dolores",C's,Albacete,1 (XIII),–,1
"Artieda García, Marcelino",PSOE,Cortes de Aragón,–,1 (VI),1
"Artiles Bolaños, Carmelo †",PSOE,Las Palmas. Gran Canaria,1 (V),"3 (III, IV, VI)",4
"Arvizu y Galarraga, Fernando de",PP,Cortes de Castilla y León,–,"2 (VI, VII)",2
"Arza Rodríguez, Rosa María",PP,Lugo,–,"2 (XIII, XIV)",2
"Arzálluz Antía, Xabier †",PNV,Guipúzcoa,"2 (C, I)",–,2
"Asarta Cuevas, Alberto",Vox,Castellón,1 (XIV),–,1
"Ascasso Trincado, Amado Alejandro",PSE-PSOE,Álava,–,"3 (II, III, IV)",3
"Asenjo Díaz, José Luis",PSOE,Málaga,"2 (II, VII)",–,2
"Asens Llodrà, Jaume",ECP,Barcelona,"2 (XIII, XIV)",–,2
"Asensi Sabater, José",PSOE,Alicante,–,"2 (XIII, XIV)",2
"Asensio Martínez, Diego Miguel",PSOE,Almería,–,"3 (VII, VIII, IX)",3
"Asian González, Matilde Pastora",PP,Las Palmas,"3 (X, XI, XII)",–,3
"Asperilla Sánchez, Juan Miguel",PSOE,Cáceres,1 (II),–,1
"Aspuru Ruiz, Juan José",PNV,Vizcaya,–,1 (IV),1
"Astarloa Huarte-Mendicoa, Ignacio",PP,"Vizcaya, Madrid","3 (VIII, IX, X)",–,3
"Astrain Lasa, Jesús Ignacio †",UCD,Navarra,1 (C),–,1
"Asunción Hernández, Antoni †",PSOE,Valencia,1 (V),–,1
"Atalaya de Tena, Manuel Paulo",PP,Badajoz,–,1 (IX),1
"Atarés Martínez, José †","PP, PP-PAR",Zaragoza,–,"3 (VIII, IX, X)",3
"Atencia Robledo, Manuel",PP,Málaga / Parlamento de Andalucía,"2 (VII, VIII)",1 (VI),3
"Atienza i Guerrero, Maria Josep",CiU,Barcelona,1 (VI),–,1
"Attard Alonso, Emilio †",UCD,Valencia,"2 (C, I)",–,2
"Aubà i Fleix, Miquel Josep",ERC,Tarragona,–,"4 (XI, XII, XIII, XIV)",4
"Audet Puncernau, Rossend †",ERC[2]​,Lérida,–,1 (C),1
"Aulestia Urrutia, Kepa",EE,Vizcaya,1 (III),–,1
"Aurrekoetxea Bergara, Joseba Andoni",PNV,Vizcaya,–,1 (VII),1
"Ayala Fonte, Félix",CC (AHI),El Hierro (Santa Cruz de Tenerife),–,1 (VIII),1
"Ayala Sánchez, Andrés José",PP,Murcia,"5 (VII, VIII, IX, X, XI)",–,5
"Ayala Santamaría, Cristina",PP,Burgos,–,"3 (XI, XII, XIV)",3
"Ayats i Bartrina, Joaquim",ERC,Gerona,–,"2 (XI, XII)",2
"Ayllón Manso, José Luis",PP,"Barcelona, Madrid","6 (VII, VIII, IX, X, XI, XII)",–,6
"Ayllón Moreno, Antonio",PP,Granada,1 (X),–,1
"Ayllón Oliva, Luis",PSOE,Cuenca,–,"2 (VII, VIII)",2
"Aymerich Cano, Carlos Ignacio",BNG,La Coruña,1 (VII),–,1
"Azamar Capdevila, Anna",ERC,Lérida,–,1 (XII),1
"Azcárate Flórez, Justino †","Independiente, UCD","Designación real, León",–,"2 (C, I)",2
"Azkárraga Rodero, Joseba Mirena","PNV[3]​, EA","Álava, Vizcaya, Guipúzcoa","3 (I, III, IV)",1 (II),4
"Aznar Fernández, Luis","CDS, PP",León / Cortes de Castilla y León,–,"5 (III, IV, X, XI, XII)",5
"Aznar López, José María","AP-PDP, CP, PP","Ávila, Madrid","6 (II, III, IV, V, VI, VII)",–,6
"Azorín Salar, Lázaro",PSOE,Alicante,1 (XIV),–,1
"Azorín Soriano, Juan Pascual",PSOE,Alicante,1 (VI),"2 (VIII, IX)",3
"Azpiazu Uriarte, Pedro María",PNV,Vizcaya,"6 (VII, VIII, IX, X, XI, XII)",–,6
"Azpiroz Villar, José Eugenio",PP,Guipúzcoa,"6 (V, VI, VII, VIII, IX, X)",–,6
"Azpitarte Pérez, Vicente",PP,Granada,–,1 (XIII),1
"Azuara Carod, José Ángel †","PP-PAR, PP",Teruel,1 (VI),1 (VII),2
"Azuara Navarro, Carmen",PP-PAR,Teruel,–,1 (X),1
"Azurza Aristeguieta, Ramón María",PNV,Guipúzcoa,–,1 (VIII),1
"Babiano López, Josefa",PSOE,Ciudad Real,1 (VI),–,1
"Badia i Chancho, Lluís",CiU,Tarragona,–,1 (VIII),1
"Bados Artiz, Balbino †",UPN-PP,Navarra,–,1 (V),1
"Baena Azuaga, María del Mar",PP,Málaga,1 (X),–,1
"Baeza Betancort, Felipe",PP,Las Palmas,1 (IV),–,1
"Baeza Martos, Fernando †",PSOE,Huesca,–,"2 (C, I)",2
"Bagué i Roura, Joan Baptista","CiU, DL, CDC",Gerona,–,"3 (X, XI, XII)",3
"Báguena Candela, José †",UCD,Valencia,–,1 (I),1
"Bagur Mercadal, Arturo",PSOE,Menorca (Baleares),–,1 (IX),1
"Bahamonde Salazar, José Francisco",PP,Zamora,–,1 (VII),1
"Bahillo Fernández, Alejandro Jesús",PSdeG-PSOE,Pontevedra,"2 (II, III)",–,2
"Baig i Torras, Maria Assumpta",PSC-PSOE,Parlamento de Cataluña,–,"3 (VII, VIII, IX)",3
"Bailac i Ardanuy, Sara",ERC,Lérida,–,"2 (XIII, XIV)",2
"Baixeras Sastre, Josep Antoni †",PSC-PSOE[2]​,Tarragona,–,1 (C),1
"Bajo Fanlo, José Ignacio †",PNV,Álava,–,"4 (I, II, III, IV)",4
"Bajo Fanlo, Ramón †",Independiente[4]​,Álava,–,1 (C),1
"Bajo Prieto, María Luz",PP,Madrid,"3 (X, XI, XII)",–,3
"Bal Francés, Edmundo",C's,Madrid,"2 (XIII, XIV)",–,2
"Baldoví Roda, Joan","Compromís, Podemos-C., Més C.",Valencia,"5 (X, XI, XII, XIII, XIV)",–,5
"Balduz Calvo, Julián",PSOE,Navarra,–,1 (III),1
"Ball i Armengol, Josep †","Independiente[2]​, PSC-PSOE",Lérida,–,"3 (C, I, II)",3
"Ballarín Marcial, Alberto",UCD,Huesca,–,"2 (C, I)",2
"Ballesté i Clofent, Santiago",PP,Barcelona,1 (IV),–,1
"Ballester Angulo, Rosario",PSOE,Huelva,–,"3 (IV, V, VI)",3
"Ballester Muñoz, Ángela",Podemos-Compromís,Valencia,"2 (XI, XII)",–,2
"Ballestero de Diego, Alejandro Francisco",PP,Toledo,"4 (VI, VII, VIII, IX)",–,4
"Ballestero Pareja, Enrique †",PSOE,Badajoz,"3 (I, II, III)",–,3
"Ballesteros Belinchón, María Ángeles",PSOE,Cuenca,"2 (V, VI)",–,2
"Ballesteros de Rodrigo, Santiago",PSOE,Segovia,–,"2 (I, II)",2
"Ballesteros Durán, Rafael",PSOE,Málaga,"6 (C, I, II, III, IV, V)",–,6
"Ballesteros Morcillo, Atanasio †",PP,Albacete,"2 (V, VI)",1 (VII),3
"Ballesteros Pulido, Jaime †",PCE,Granada,1 (I),–,1
"Balletbò i Puig, Anna",PSC-PSOE,Barcelona,"6 (I, II, III, IV, V, VI)",–,6
"Baltà i Llopart, Pere",CiU,Barcelona,"3 (III, IV, V)",–,3
"Baltar Pumar, José Luis",PP,Orense,–,"2 (V, VI)",2
"Baltasar i Albesa, Francesc",IC,Barcelona,1 (IV),–,1
"Bandrés Molet, Juan Maria †",EE,Guipúzcoa,"3 (I, II, III)",1 (C),4
"Banzo Amat, María Luisa",CP,Soria,1 (III),–,1
"Báñez García, María Fátima",PP,Huelva,"6 (VII, VIII, IX, X, XI, XII)",–,6
"Bañón Seijas, Alfonso",UCD,Navarra,1 (I),–,1
"Baños Ruiz, Carmen",PSOE,Murcia,1 (XIV),–,7
"Bañuls Ros, Inmaculada",PP,Valencia,1 (IX),–,1
"Baón Ramírez, Rogelio †",PP,"Toledo, Madrid","5 (IV, V, VI, VII, VIII)",–,5
"Bar Cendón, José Manuel",PSOE,Baleares,1 (IX),–,1
"Barahona Álvarez, Galo",PP,Burgos,–,1 (V),1
"Barahona Hortelano, José María",PP,Salamanca,–,"2 (VI, VII)",2
"Barandiaran Benito, Íñigo",PNV,Guipúzcoa,"4 (XI, XII, XIII, XIV)",–,4
"Barba González, Marcial",PSOE,Valladolid,–,1 (XIII),1
"Barbado González, Casimiro",PSOE,Badajoz,–,1 (I),1
"Barberà i Montserrat, Martí",CiU,Tarragona,1 (X),–,1
"Barberá Nolla, María Rita †",PP[3]​,Cortes Valencianas,–,"3 (X, XI, XII)",3
"Barbón Martínez, Emilio †",PSOE,Asturias,1 (C),–,1
"Barbuzano González, Miguel Ángel †","AIC (ATI), CC (ATI-AIC)",Tenerife (Santa Cruz de Tenerife),–,"2 (IV, V)",2
"Barceló Pérez, Miguel †","CP, PP",Alicante,–,"7 (III, IV, V, VI, VII, VIII, IX)",7
"Barceló Rodríguez, José Luis †",UCD,Alicante,1 (C),–,1
"Barceló Vadell, Simón Pedro",PP,Mallorca (Baleares),–,1 (IV),1
"Bárcenas Gutiérrez, Luis",PP,Cantabria,–,"2 (VIII, IX)",2
"Barcina Magro, José María",PP,Albacete,–,1 (VI),1
"Barderas Reviejo, Jesús",UCD,Ávila,–,1 (I),1
"Bardisa Jordá, Ismael",PP,Madrid,"3 (VI, VII, VIII)",–,3
"Barenys i Martorell, Rosa",PSC-PSOE,Parlamento de Cataluña,–,1 (VI),1
"Baringo Jordán, Ernesto Ramón",PSOE,Huesca,–,"2 (II, III)",2
"Barkos Berruezo, Uxue","NaBai, GBai",Navarra,"3 (VIII, IX, X)",–,3
"Barnola Serra, Jaime",CC-UCD,Lérida,1 (I),–,1
"Barón Crespo, Enrique",PSOE,Madrid,"4 (C, I, II, III)",–,4
"Barquero Vázquez, José Manuel",PP,Álava,1 (IV),"3 (VI, VII, VIII)",4
"Barrachina Ros, Miguel",PP,Castellón,"4 (VIII, IX, XI, XII)",–,4
"Barragán Rico, Juan Antonio",PSOE,Cantabria,"2 (I, II)",–,2
"Barral i Agesta, Carlos †",PSC-PSOE,Tarragona,–,"2 (II, III)",2
"Barranco Gallardo, Juan Antonio",PSOE,Madrid,"4 (C, I, II, IX)","5 (IV, V, VI, VII, VIII)",9
"Barreda de los Ríos, Leopoldo",PP,Vizcaya,"3 (X, XI, XII)",–,3
"Barreda Fontes, José María",PSOE,Ciudad Real / Cortes de Castilla-La Mancha,"3 (X, XI, XII)",1 (IV),4
"Barreda Pérez, Francisco Andrés de la",PP,Santa Cruz de Tenerife,1 (VI),–,1
"Barreira Diz, Edelmira",PP,Orense,–,"2 (XI, XII)",2
"Barreiro Álvarez, María Pilar",PP,Murcia,"2 (IX, X)","2 (XI, XII)",4
"Barreiro Fernández, José Manuel",PP,Lugo,–,"6 (IX, X, XI, XII, XIII, XIV)",6
"Barreiro Gil, Manuel Jaime",PSdeG-PSOE,La Coruña,–,"4 (II, III, IV, V)",4
"Barrera i Costa, Heribert †",ERC,Barcelona,"2 (C, I)",–,2
"Barrero López, Jaime Javier",PSOE,Huelva,"9 (II, III, IV, V, VI, VII, VIII, IX, X)",–,9
"Barrero Valverde, Juan Ignacio",PP,Badajoz,1 (VII),"3 (IV, V, VI)",4
"Barrio de Penagos, Juan Antonio",PSOE,Madrid,"2 (VIII, IX)",–,2
"Barrionuevo Gener, Avelino de",PP,Málaga,1 (XII),"2 (X, XI)",3
"Barrionuevo Peña, José",PSOE,Madrid,"4 (III, IV, V, VI)",–,4
"Barrios Curbelo, María Bernarda",PP,Las Palmas,"3 (V, VI, VII)",–,3
"Barrios Dorta, José Manuel",UCD,Tenerife (Santa Cruz de Tenerife),–,1 (C),1
"Barrios Tejero, José María",PP,Zamora,"2 (XI, XII)","2 (XIII, XIV)",4
"Barros Casal, Julio",PSdeG-PSOE,La Coruña,–,1 (XIII),1
"Barros Martínez, Jesús †",PP,Orense,"2 (V, VI)",–,2
"Barthe Arias, Maximino",PSOE,León,–,1 (III),1
"Bartolomé Cachón, José Antonio",C's,Zamora,1 (XIII),–,1
"Bartolomé Núñez, María Luisa",PSOE,Alicante,1 (VI),–,1
"Bas Corugeira, Javier",PP,Pontevedra,1 (XIV),–,1
"Bascarán Martínez, Aurora",PSE-PSOE,Guipúzcoa,–,1 (IV),1
"Bascuñana García, Joaquín",PP,Asamblea Regional de Murcia,–,"4 (VI, VII, IX, X)",4
"Baselga García-Escudero, Eduardo","AP-PDP, CP",Badajoz,–,"2 (II, III)",2
"Bassa i Coll, Montserrat",ERC,Gerona,"1 (XIII, XIV)",–,1
"Bassets Rutllant, Julio",PSOE,Melilla,"2 (IV, V)",1 (II),3
"Bastarreche Gravalos, Luis Fernando",PP,Madrid,1 (VI),–,1
"Bastidas Bono, Elena María",PP,Valencia,"2 (XI, XII)",–,2
"Bataller i Ruiz, Enric",Podemos-Compromís,Valencia,"2 (XI, XII)",–,2
"Batet Lamaña, Meritxell",PSC-PSOE,"Barcelona, Madrid","7 (VIII, IX, X, XI, XII, XIII, XIV)",–,7
"Batlle Farran, Josep Maria",PSC-PSOE[1]​,Lérida,–,"3 (VII, VIII, IX)",3
"Batlles Paniagua, José María",PSOE,Almería,1 (III),"2 (I, II)",3
"Bautista de la Torre, José",AP-PDP,Jaén,–,1 (II),1
"Bauzá Díaz, José Ramón",PP,Parlamento de las Islas Baleares,–,"3 (X, XI, XII)",3
"Bayona Aznar, Bernardo †",PSOE,"Zaragoza, Huesca",1 (VI),"4 (II, III, IV, V)",5
"Becana Sanahuja, José María",PSOE,Huesca,1 (VIII),"2 (IX, X)",3
"Becerra Lago, Serafín †",UCD,Ceuta,–,"2 (C, I)",2
"Becerril Bustamante, Soledad","UCD, PP",Sevilla,"6 (C, I, IV, V, VII, IX)",1 (VIII),7
"Becker Zuazua, Fernando",PP,León,–,1 (VI),1
"Bedera Bravo, Mario",PSOE,Valladolid,"2 (VIII, X)",1 (IX),3
"Begué Cantón, Gloria †",Independiente,Designación real,–,1 (C),1
"Beguer i Oliveres, Vicent",CiU,Tarragona,–,"4 (IV, V, VI, VII)",4
"Beitialarrangoitia Lizarralde, Marian",EH Bildu,Guipúzcoa,"2 (XI, XII)",–,2
"Bel i Accensi, Ferran","CiU, DL, CDC, JxCat",Tarragona,"3 (XI, XII, XIV)",1 (X),4
"Bel i Queralt, Germà",PSC-PSOE,Barcelona,1 (VII),–,1
"Belarra Urteaga, Ione","Podemos, UP",Navarra,"4 (XI, XII, XIII, XIV)",–,4
"Belda Pérez-Pedrero, Enrique",PP,Ciudad Real,1 (VII),–,1
"Belda Quintana, Alfredo",CC,Parlamento de Canarias,–,"2 (VIII, IX)",2
"Bella Galán, Francisco",PSOE,Huelva,–,"4 (VI, VII, VIII, IX)",4
"Bellido Acevedo, Pablo",PSOE,Guadalajara,1 (XII),–,1
"Bellido Muñoz, Enrique",PP,Córdoba,–,"3 (V, VI, VII)",3
"Bellido Ribés, Miguel †",PSOE,Castellón,–,1 (V),1
"Belloch Julbe, Juan Alberto",PSOE,Zaragoza,1 (VI),"2 (VII, X)",3
"Bellón Martínez, Joaquín Antonio",PSOE,Mallorca (Baleares),–,1 (VIII),1
"Beloki Guerra, José Ramón",PNV,Guipúzcoa,"2 (VIII, IX)",–,2
"Beltrán Miralles, José Antonio †",PSOE,Castellón,–,1 (VI),1
"Beltrán Ruiz, Rosa",PSOE,Huelva,–,1 (IX),1
"Beltrán Sanz, Enrique","UCD, AP-PDP-UV",Castellón,"2 (C, II)",–,2
"Beltrán Villalba, Ana María",PP,Madrid,"2 (XIII, XIV)",–,2
"Beltrán de Heredia y Onís, Pablo †",AP-PDP,Salamanca,1 (II),–,1
"Benavides Cano, Luis Ramón",PSOE,Parlamento de Andalucía,–,1 (II),1
"Bencomo Mendoza, Carlos Manuel",UCD,La Gomera (Santa Cruz de Tenerife),–,"2 (I, II)",2
"Benegas Haddad, José María †","PSE-PSOE, PSE-EE","Vizcaya, Álava","10 (C, I, II, IV, V, VI, VII, VIII, IX, X)",–,10
"Benet Cañete, Carlos","CP, PP",Melilla,–,"6 (III, IV, V, VI, VII, VIII)",6
"Benet i Morell, Josep †","Independiente[2]​, PSUC-PCE",Barcelona,–,"2 (C, I)",2
"Beneyto Pérez, José María",PP,Cuenca,1 (X),–,1
"Benítez Barrueco, Felipe Santiago","AP-PDP, CP, PP",Teruel,"3 (II, III, IV)",–,3
"Benítez Moro, Ángel",PSOE,Palencia,–,"2 (I, II)",2
"Benítez Rufo, Manuel †",PCE,Sevilla,1 (C),–,1
"Benítez de Lugo Massieu, Francisco de Borja",PP,Gran Canaria (Las Palmas),–,"3 (IX, X, XI)",3
"Benito Calleja, Armando",UCD,Madrid,–,1 (I),1
"Benito Cebrián, Nicolás de †",Independiente,Granada,–,1 (C),1
"Benito García, Darío †",UCD,Ávila,–,1 (C),1
"Benito Serra, Ernest",PSC-PSOE,Tarragona,1 (VIII),–,1
"Benzal Román, Raimundo",PSOE,Murcia,1 (VIII),–,1
"Benzo Mestre, Fernando",UCD,Madrid,1 (C),–,1
"Berenguer Fuster, Luis","UCD, PSOE (PAD), PSOE",Alicante,"5 (I, II, III, IV, V)",–,5
"Berenguer Llorens, Mercedes",PSOE,Valencia,–,"2 (XIII, XIV)",2
"Bergasa Perdomo, Fernando",UCD,Las Palmas,"2 (C, I)",–,2
"Bergasa Perdomo, Óscar",PSOE,Las Palmas,1 (IV),–,1
"Berja Vega, Laura",PSOE,Jaén,"2 (XIII, XIV)","3 (X, XI, XII)",5
"Bermejo Fernández, José Luis",PP,La Rioja,"2 (VII, VIII)",1 (IX),3
"Bermejo Hernández, Manuel †",UCD,Cáceres,"2 (C, I)",–,2
"Bermejo Redondo, Antonio",PSOE,Asamblea de Extremadura,–,"2 (II, III)",2
"Bermello Fernández, Jorge",PP,Orense,–,"3 (V, VI, VII)",3
"Bermúdez Alonso, José Antoliano",PP,Toledo,1 (VI),–,1
"Bermúdez de Castro Fernández, José Antonio",PP,Salamanca,"9 (VI, VII, VIII, IX, X, XI, XII, XIII, XIV)",–,9
"Bermúdez de Castro Mur, Roberto",PP,Huesca,–,1 (IX),1
"Bernabé Pérez, Francisco Martín",PP,Murcia / Asamblea Regional de Murcia,1 (XII),"3 (XII, XIII, XIV)",4
"Bernabeu Pastor, José Guillermo",PSOE,Alicante,1 (IX),–,1
"Bernal Lumbreras, Iñaki",UP (IU),Navarra,–,1 (XII),1
"Bernal Pérez, José †",UCD,Almería,1 (C),–,1
"Bernal Soto, Ramón Germinal",PSOE,Málaga,"2 (C, I)","2 (II, III)",4
"Bernáldez Rodríguez, Ángel Carlos",PP,Cáceres,–,"4 (IV, V, VI, VII)",4
"Bernárdez Álvarez, Senén †","UCD, CG",Orense / Parlamento de Galicia,1 (III),1 (II),2
"Berruezo Albéniz, María Reyes",PSOE,Navarra,1 (II),–,1
"Bertomeu Bertomeu, Joan",PP,Tarragona,"2 (VII, X)",–,2
"Bertran i Soler, Josep Maria",CiU,Tarragona,–,"2 (IV, V)",2
"Bertrand de la Riera, Leopoldo",PP,Asturias,1 (VIII),–,1
"Bescansa Hernández, Carolina","Podemos, UP",Madrid,"2 (XI, XII)",–,2
"Betegón Baeza, Manuel",PP,Palencia,–,"2 (XI, XII)",2
"Beteta Barreda, Antonio Germán",PP,Asamblea de Madrid,–,"3 (VII, VIII, IX)",3
"Betoret Coll, Vicente",PP,Valencia,"2 (XIII, XIV)",–,2
"Beviá Pastor, José Vicente †","US-PSP, PSOE",Alicante,"5 (II, III, IV, V, VI)","2 (C, I)",7
"Biel Rivera, José Ángel",UCD,Teruel,1 (C),1 (I),2
"Biescas Ferrer, José Antonio",PSOE,Zaragoza,–,1 (I),1
"Bildarratz Sorron, Jokin",PNV,Guipúzcoa / Parlamento Vasco,–,"5 (VII, X, XI, XII, XIII)",5
"Bisbal Iborra, Antonio †",PSOE,Valencia,1 (C),–,1
"Blancas Llamas, Juan",PP,Málaga,1 (VII),1 (VI),2
"Blanch i Rodríguez, Joan †",PSC-PSOE,Barcelona,1 (II),–,1
"Blanco Ángel, Francisco Antonio",PSOE,Asturias,–,"2 (XIII, XIV)",2
"Blanco Barbero, Elia María",PSOE,Cáceres,–,1 (VI),1
"Blanco García, Jaime",PSOE,Cantabria / Parlamento de Cantabria,"6 (C, I, II, III, VI, VII)","5 (III, IV, V, VIII, IX)",11
"Blanco Garrido, María Mar",PP,Madrid,"2 (XII, XIII)",–,2
"Blanco Llamas, María Isabel",PP,Zamora,1 (XIII),–,1
"Blanco López, José",PSdeG-PSOE,Lugo,"5 (VI, VII, VIII, IX, X)","2 (IV, V)",7
"Blanco Moreno, Ángel",PP,Córdoba,–,1 (VIII),1
"Blanco Rouco, Juan †",PP,La Coruña,–,1 (V),1
"Blanco Rubio, Salvador",PSOE,Córdoba,1 (II),–,1
"Blanco Terán, Rosa Delia",PSOE,Madrid,"4 (VII, VIII, IX, X)",–,4
"Blanco-Rajoy Martínez-Reboredo, Carlos †","UCD, AP-PDP",La Coruña,–,"2 (I, II)",2
"Blanquer Alcaraz, Patricia",PSOE,Alicante,"5 (X, XI, XII, XIII, XIV)",–,5
"Blasco Castany, Jorge †",PSOE,Valencia,1 (III),–,1
"Blasco Marqués, Manuel","PP, PP-PAR",Teruel,"2 (XI, XII)","5 (VIII, IX, X, XIII, XIV)",7
"Blasco Nogués, Manuel Lorenzo",PP-PAR,Zaragoza,–,1 (VI),1
"Blasco Soto, Miriam Guadalupe",PP,Alicante,1 (X),"3 (VII, VIII, IX)",4
"Blázquez Martínez, María del Carmen",PSOE,Toledo,1 (IV),–,1
"Blázquez Sánchez, Feliciano †","CP, PP",Ávila,"5 (IV, V, VI, VII, VIII)",1 (III),6
"Blesa Rodríguez, Antonio Carlos",AP-PDP,Almería,–,1 (II),1
"Boada González, Fernando",PSE-EE (PSOE),Guipúzcoa,1 (IX),–,1
"Boadella Esteve, Genís",JxCat,Barcelona,1 (XIV),–,1
"Bofill Abeilhe, Pedro",PSOE,Teruel,"3 (I, II, III)",–,3
"Bofill i Abelló, Miquel",ERC[1]​,Gerona,–,"2 (VIII, IX)",2
"Boix Pastor, Alfred",PSOE,Valencia,1 (VI),–,1
"Bolaños Viso, José Manuel",PSOE,Ciudad Real,–,"2 (XIII, XIV)",2
"Bolarín Sánchez, María Dolores",PP,Murcia,"2 (IX, X)",–,2
"Bolea Foradada, Juan Antonio","UCD, AP-PDP-PAR",Zaragoza,1 (C),"2 (I, II)",3
"Bolín Pérez-Argemí, Enrique †",CP,Málaga,–,1 (III),1
"Bolinaga Bengoa, Imanol †",PNV,Parlamento Vasco,–,"3 (IV, V, VI)",3
"Bonàs Pahisa, Rosa Maria",ERC,Barcelona,1 (VIII),–,1
"Bonet Bonet, Cosme",PSOE,Mallorca (Baleares),–,"2 (XIII, XIV)",2
"Bonet i Revés, Carles Josep",ERC,Parlamento de Cataluña,–,"4 (VI, VII, VIII, IX)",4
"Boneta y Piedra, Inmaculada de",EA,Parlamento Vasco,–,"3 (V, VI, VII)",3
"Bonilla Domínguez, María Jesús",PP,Cuenca,"5 (IX, X, XI, XII, XIII)",1 (VII),6
"Bonilla Rodríguez, Antonio",PSOE,Almería,–,"3 (IV, V, VI)",3
"Bono Ara, Ferran",PSOE,Valencia,1 (IX),–,1
"Bono Martínez, Emérito",PCE,Valencia,"2 (C, I)",–,2
"Bono Martínez, José",PSOE,"Albacete, Toledo","3 (I, II, IX)",–,3
"Borao Aguirre, María Perla",PSOE,Teruel,–,"3 (XI, XII, XIII)",3
"Borderas Gaztambide, Augusto","PSE-PSOE, PSE-EE",Álava,–,"2 (IV, V)",2
"Bordes Vila, José Antonio",PSOE,Murcia,1 (C),–,1
"Borque Guillén, Jesús †","Independiente[5]​, CP",Soria,1 (III),"2 (C, I)",3
"Borràs Castanyer, Laura",JxCat,Barcelona,"2 (XIII, XIV)",–,2
"Borrás Pabón, Mireia",Vox,Madrid,1 (XIV),–,1
"Borrás Serra, Rogelio †",PSOE,Ciudad Real,–,"4 (C, I, II, III)",4
"Borrego Cortés, Isabel María",PP,"Baleares, Murcia","5 (X, XI, XII, XIII, XIV)",–,5
"Borrego Izquierdo, Juana",PP,Segovia,–,"3 (VII, VIII, IX)",3
"Borreiros Fernández, Bonifacio †",PSdeG-PSOE,La Coruña,1 (VI),–,1
"Borrell Fontelles, Josep",PSC-PSOE,Barcelona,"5 (III, IV, V, VI, VII)",–,5
"Bosaho Gori, Rita Gertrudis",Podemos-Compromís,Alicante,"2 (XI, XII)",–,2
"Bosch Lliteras, Lorenzo",PP,Mallorca (Baleares),–,1 (X),1
"Bosch i Mestres, Jaume",ICV,Parlamento de Cataluña,–,"2 (VII, VIII)",2
"Bosch i Pascual, Alfred",ERC,Barcelona,1 (X),–,1
"Bosque Hita, Vicente","Independiente, AP-PDP, CP",Ávila / Cortes de Castilla y León,–,"3 (I, II, III)",3
"Botanch Dausa, Juan","CC-UCD, AP-PDP",Gerona,"2 (I, II)",–,2
"Botejara Sanz, Amparo","Podemos, UP",Badajoz,"2 (XI, XII)",–,2
"Botella Crespo, José Manuel",CP,Cáceres,1 (III),–,1
"Botella Gómez, Ana María",PSOE,Valencia,"4 (XI, XII, XIII, XIV)",–,4
"Botran i Pahissa, Albert",CUP,Barcelona,1 (XIV),–,1
"Boya Alòs, Francés",PSC-PSOE,Lérida,–,1 (X),1
"Boyer Salvador, Miguel †",PSOE,Jaén,1 (I),–,1
"Brabo Castells, Pilar †",PCE,Alicante,"2 (C, I)",–,2
"Bravo Baena, Juan",PP,Ceuta,"2 (XI, XII)",–,2
"Bravo Barco, Eva",PSOE,Cádiz,"2 (XIII, XIV)",–,2
"Bravo Bueno, David",Podemos,Almería,1 (XI),–,1
"Bravo Doviso, Ana María Luisa",PSdeG-PSOE,Pontevedra,1 (IV),–,1
"Bravo Durán, Víctor",PNV,Guipúzcoa,–,1 (VIII),1
